GenusSpecies,Source,habitat,location,commonname,othernames,endemic,AUSnative,USAnative,nonfeed,benthic,surwcol,algphyto,macvascu,detritus,invlvfsh,fshcrcrb,blood,eggs,other,maxtl_cm,matuage,longevity,fecundity,serial,guarder,open substratum spawner,broodhider,livebearers,Pelagophils,euryhaline,Aestivates during drought,mintemp,maxtemp,muck,claysilt,sand,gravel,cobble,boulder,bedrock,vegetat,debrdetr,lwd,pelagic,rivers,sprgsubt,lacustrine,potanadr,slowcurr,modcurr,fastcurr,IUCNstatus,list1,list2,list3,list4,list5,extinct
Poecilia latipunctata,fishbase,freshwater,North America,Broadspotted molly,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,30,NA,NA,NA,NA,TRUE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,TRUE,FALSE,FALSE,DD,NA,NA,NA,NA,NA,NA
Poecilia mexicana,http://www.fishtraits.info/,freshwater,North America,shortfin molly,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0.3,NA,80,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,FALSE,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Poecilia reticulata,http://www.fishtraits.info/,freshwater,North America,guppy,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,0.25,NA,100,TRUE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Poeciliopsis gracilis,http://www.fishtraits.info/,freshwater,North America,porthole livebearer,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.1,0.2,1,40,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1,-1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Poeciliopsis infans,fishbase,freshwater,North America,Lerma livebearer,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,40,NA,NA,NA,NA,TRUE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Poeciliopsis occidentalis,http://www.fishtraits.info/,freshwater,North America,Gila topminnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6,0.3,1,200,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.7,32.9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Poeciliopsis prolifica,fishbase,freshwater,North America,Blackstripe livebearer,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pomadasys crocro,fishbase.de,amphidromous ,Atlantic; North America,Burro grunt,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,DD,NA,NA,NA,NA,NA,O
Pomadasys hasta,fishbase.se,Marine; freshwater; brackish,Indo-West Pacific,Silver grunt,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,70,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pomoxis annularis,http://www.fishtraits.info/,freshwater,North America,white crappie,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,53,1.5,10,326000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.7,31.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pomoxis nigromaculatus,http://www.fishtraits.info/,freshwater,North America,black crappie,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,49,2.5,8,188000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.5,31.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Porochilus argenteus,https://fishesofaustralia.net.au/,freshwater,Australia,Silver Catfish,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,35,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Prochilodus lineatus,fishbase.de,"freshwater, potamodromous",South America,Streaked prochilod,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NE,NA,NA,NA,NA,NA,O
Prosopium abyssicola,http://www.fishtraits.info/,freshwater,North America,Bear Lake whitefish,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,30.5,4,13,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,-10.5,30.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NE,TRUE,TRUE,TRUE,TRUE,TRUE,O
Prosopium gemmifer,http://www.fishtraits.info/,freshwater,North America,Bonneville cisco,Bonneville whitefish,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20.6,3,11,3600,NA,NA,NA,NA,NA,NA,FALSE,FALSE,-12.6,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NE,TRUE,TRUE,TRUE,TRUE,TRUE,O
Prosopium spilonotus,fishbase,freshwater,North America,Bonneville whitefish,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,1200,NA,NA,NA,NA,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NE,NA,NA,NA,NA,NA,NA
Prosopium williamsoni,http://www.fishtraits.info/,freshwater,North America,mountain whitefish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,70,4,11,24136,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pseudogobius olorum,fishbase,freshwater,Australia,bluespot goby,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,NA,NA,150,NA,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NE,NA,NA,NA,NA,NA,O
Ptychocheilus grandis,http://www.fishtraits.info/,freshwater,North America,Sacramento pikeminnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,140,3.5,16,40000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.9,33.3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Ptychocheilus lucius,http://www.fishtraits.info/,freshwater,North America,Colorado pikeminnow,Colorado squawfish,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,180,6,30,100000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.6,33.2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,VU,TRUE,FALSE,TRUE,TRUE,FALSE,O
Ptychocheilus oregonensis,http://www.fishtraits.info/,freshwater,North America,northern pikeminnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,63,4.5,19,83000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-7.1,31.9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Pylodictis olivaris,http://www.fishtraits.info/,freshwater,North America,flathead catfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,155,4.5,23,100000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-4.6,33.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Relictus solitarius,http://www.fishtraits.info/,freshwater,North America,relict dace,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,1,5,1000,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,-10.5,31.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NT,TRUE,FALSE,FALSE,TRUE,TRUE,O
Rhinichthys cataractae,http://www.fishtraits.info/,freshwater,North America,longnose dace,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,22.5,2.5,5,10000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Rhinichthys chrysogaster,fishbase,freshwater,North America,longfin dace,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Rhinichthys cobitis,http://www.fishtraits.info/,freshwater,North America,loach minnow,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,1,2.5,1200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.8,34.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,VU,TRUE,FALSE,FALSE,TRUE,FALSE,O
Rhinichthys deaconi,http://www.fishtraits.info/,freshwater,North America,Las Vegas dace,,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,0.4,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,EX,TRUE,FALSE,FALSE,FALSE,TRUE,C
Rhinichthys osculus,http://www.fishtraits.info/,freshwater,North America,speckled dace,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,11,1.5,3.5,1200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-8.4,25.5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Richardsonius balteatus,http://www.fishtraits.info/,freshwater,North America,redside shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,18,2.5,5.5,3602,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.2,30,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Richardsonius egregius,http://www.fishtraits.info/,freshwater,North America,Lahontan redside,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,17,2,5,1125,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.8,35.8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Rocio octofasciata,fishbase.de,freshwater,North and Central America,Jack Dempsey,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25,NA,NA,800,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Salminus brasiliensis,fishbase.de,freshwater; potamodromous ,South America,Dorado,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,100,NA,NA,237797,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NE,NA,NA,NA,NA,NA,O
Salmo salar,http://www.fishtraits.info/,anadromous ,North Atlantic,Atlantic salmon,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,75,4,9,20000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Salmo trutta,http://www.fishtraits.info/,anadromous ,Europe and Asia,brown trout,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,140,4,18,7500,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Salvelinus alpinus,http://www.fishtraits.info/,anadromous ,Europe and North America,Artic charr,blueback trout,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,31,4,6,6000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Salvelinus confluentus,http://www.fishtraits.info/,"freshwater, brackish",North America,bull trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,103,6,19,12000,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,FALSE,FALSE,FALSE,FALSE,FALSE,O
Salvelinus fontinalis,http://www.fishtraits.info/; fishbase.se,anadromous ,North America,brook trout,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,86,4,15,6811,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NE,NA,NA,NA,NA,NA,O
Salvelinus malma,http://www.fishtraits.info/; fishbase.se,anadromous ,North America,Dolly Varden,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,57,6,11,5986,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NE,NA,NA,NA,NA,NA,O
Salvelinus namaycush,http://www.fishtraits.info/,freshwater,North America,lake trout,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,125,8,20,11500,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NE,FALSE,FALSE,FALSE,FALSE,FALSE,O
Sander canadensis,http://www.fishtraits.info/,freshwater,North America,sauger,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,70.5,3,10,100000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-17.7,27.4,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Sander vitreus,http://www.fishtraits.info/,potamodromous ,North America,walleye,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,89.5,3,14,600000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Scaphirhynchus platorynchus,fishbase.de,potamodromous ,North America,Shovelnose sturgeon,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108,NA,NA,51217,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,VU,TRUE,TRUE,TRUE,TRUE,FALSE,O
Scardinius erythrophthalmus,"fishbase, https://nas.er.usgs.gov/queries/greatlakes/FactSheet.aspx?Species_ID=648&Potential=N&Type=0","freshwater, brackish",Eurasia,rudd,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,62,4,19,"200,000",FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Scatophagus argus,fishbase.se,amphidromous ,Indo-Pacific,Spotted scat,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,38,1,NA,337309,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Secutor ruconius (now Leiognathus ruconius),fishbase.se,"marine, freshwater, brackish",Indo-West Pacific,Deep pugnose ponyfish,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NE,NA,NA,NA,NA,NA,O
Selenotoca multifasciata,fishbase.se,"marine, freshwater, brackish",Indo-West Pacific,Spotbanded scat,,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NE,NA,NA,NA,NA,NA,O
Semotilus atromaculatus,http://www.fishtraits.info/,freshwater,North America,creek chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,30,2,5,7157,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-10.7,29.7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Seriola dorsalis,,"marine, brackish",subtropical,Yellowtail amberjack,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,250,NA,12,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Siphateles bicolor,fishbase,freshwater,North America,Tui chub,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Siphateles boraxobius,fishbase,freshwater,North America,Borax Lake chub,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,VU,TRUE,FALSE,TRUE,FALSE,TRUE,O
